,age,nationality,gender,gender_text,hours,years,months,practice,TMS_q1,TMS_q2,TMS_q3,TMS_q4,TMS_q5,TMS_q6,TMS_q7,SSO_q1,SSO_q2,SSO_q3,SSO_q4,SSO_q5,SSO_q6,SSO_q7,SSO_q8,SSO_q9,SSO_q10,SSO_q11,SSO_q12,SSO_q13,SSO_q14,data_option,task_order,platform,user_agent,ID
124,20,Poland,female,,0,0,0,,a_little,quite_a_bit,not_at_all,a_little,not_at_all,moderately,quite_a_bit,sometimes_true,often_true,rarely_true,rarely_true,very_often_or_always_true,rarely_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,often_true,often_true,often_true,sometimes_true,TRUE,breath_span_dots_gabor_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",30101
125,20,United Kingdom,female,,0,0,0,,a_little,a_little,moderately,moderately,not_at_all,not_at_all,moderately,often_true,sometimes_true,often_true,often_true,sometimes_true,often_true,very_often_or_always_true,often_true,often_true,often_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,TRUE,gabor_span_breath_dots_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",30574
126,20,United Kingdom,female,,450,2,20,Mindfulness mediation. focused meditation. guided meditation,quite_a_bit,very_much,very_much,quite_a_bit,moderately,quite_a_bit,quite_a_bit,very_often_or_always_true,very_often_or_always_true,often_true,often_true,often_true,often_true,very_often_or_always_true,very_often_or_always_true,often_true,often_true,often_true,often_true,often_true,often_true,TRUE,gabor_span_dots_breath_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",30586
127,19,Bangladesh,female,,3,0,0,breathing exercises and body relaxation and clearing mind,not_at_all,a_little,a_little,not_at_all,not_at_all,a_little,a_little,rarely_true,never_or_very_rarely_true,never_or_very_rarely_true,rarely_true,rarely_true,rarely_true,rarely_true,rarely_true,rarely_true,rarely_true,rarely_true,rarely_true,rarely_true,rarely_true,TRUE,breath_span_dots_gabor_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",30605
128,19,United Kingdom,female,,0,0,0,,moderately,quite_a_bit,moderately,quite_a_bit,quite_a_bit,moderately,quite_a_bit,often_true,often_true,very_often_or_always_true,often_true,often_true,sometimes_true,very_often_or_always_true,often_true,often_true,sometimes_true,often_true,often_true,rarely_true,rarely_true,FALSE,gabor_span_breath_dots_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.58",30607
129,20,United Kingdom,female,,10,0,0,,a_little,moderately,a_little,a_little,not_at_all,not_at_all,a_little,sometimes_true,rarely_true,rarely_true,rarely_true,rarely_true,rarely_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,sometimes_true,sometimes_true,very_often_or_always_true,very_often_or_always_true,TRUE,span_breath_dots_gabor_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",30609
130,19,Bahrain,female,,0,0,0,,a_little,a_little,moderately,moderately,quite_a_bit,quite_a_bit,very_much,sometimes_true,never_or_very_rarely_true,rarely_true,rarely_true,sometimes_true,never_or_very_rarely_true,never_or_very_rarely_true,sometimes_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,rarely_true,rarely_true,FALSE,span_dots_breath_gabor_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",30610
131,19,Qatar,female,,0,0,0,,not_at_all,very_much,not_at_all,a_little,quite_a_bit,quite_a_bit,quite_a_bit,sometimes_true,never_or_very_rarely_true,rarely_true,never_or_very_rarely_true,rarely_true,rarely_true,sometimes_true,very_often_or_always_true,rarely_true,rarely_true,often_true,often_true,often_true,often_true,FALSE,span_breath_dots_gabor_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",30612
132,19,United Kingdom,female,,0,0,0,,a_little,a_little,quite_a_bit,moderately,a_little,a_little,moderately,sometimes_true,rarely_true,rarely_true,rarely_true,often_true,often_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,often_true,often_true,very_often_or_always_true,very_often_or_always_true,FALSE,gabor_dots_span_breath_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15",30615
133,18,United Kingdom,male,,10,4,0,Overall mindfulness in a quiet emnvironment. Alone peacefully with my thoughts.,a_little,moderately,a_little,quite_a_bit,moderately,very_much,quite_a_bit,sometimes_true,often_true,rarely_true,sometimes_true,rarely_true,rarely_true,often_true,sometimes_true,often_true,sometimes_true,never_or_very_rarely_true,rarely_true,sometimes_true,sometimes_true,TRUE,gabor_dots_span_breath_end,sona,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/111.0,30619
134,19,United Kingdom,female,,0,0,0,,a_little,moderately,quite_a_bit,quite_a_bit,not_at_all,a_little,moderately,sometimes_true,rarely_true,rarely_true,often_true,sometimes_true,sometimes_true,rarely_true,rarely_true,sometimes_true,often_true,often_true,sometimes_true,rarely_true,sometimes_true,TRUE,dots_breath_span_gabor_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",30623
135,19,Albania,female,,2,0,0,mindfulness,a_little,quite_a_bit,moderately,moderately,a_little,moderately,a_little,sometimes_true,rarely_true,often_true,sometimes_true,often_true,sometimes_true,often_true,often_true,often_true,often_true,often_true,often_true,often_true,rarely_true,TRUE,gabor_breath_dots_span_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",30625
136,19,United Kingdom,female,,0,0,0,,moderately,a_little,a_little,a_little,a_little,quite_a_bit,a_little,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,sometimes_true,sometimes_true,sometimes_true,often_true,often_true,often_true,often_true,often_true,often_true,often_true,FALSE,gabor_span_breath_dots_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",30626
137,22,Turkey,female,,0,0,0,,very_much,very_much,very_much,very_much,moderately,not_at_all,not_at_all,rarely_true,rarely_true,rarely_true,rarely_true,very_often_or_always_true,very_often_or_always_true,sometimes_true,sometimes_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,TRUE,breath_span_dots_gabor_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",30628
138,20,United Kingdom,female,,0,0,0,,quite_a_bit,very_much,quite_a_bit,quite_a_bit,moderately,quite_a_bit,very_much,very_often_or_always_true,often_true,often_true,often_true,often_true,often_true,sometimes_true,sometimes_true,rarely_true,rarely_true,very_often_or_always_true,very_often_or_always_true,often_true,often_true,TRUE,breath_dots_span_gabor_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",30629
139,19,United Kingdom,female,,5,0,0,Mindful and guided,moderately,moderately,quite_a_bit,a_little,not_at_all,a_little,very_much,rarely_true,never_or_very_rarely_true,often_true,very_often_or_always_true,sometimes_true,often_true,often_true,very_often_or_always_true,often_true,often_true,very_often_or_always_true,often_true,sometimes_true,sometimes_true,TRUE,breath_span_gabor_dots_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",30632
140,19,United Kingdom,female,,0,0,0,,moderately,a_little,a_little,a_little,a_little,moderately,a_little,often_true,often_true,sometimes_true,sometimes_true,rarely_true,sometimes_true,sometimes_true,sometimes_true,rarely_true,rarely_true,often_true,often_true,often_true,often_true,FALSE,breath_dots_gabor_span_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",30633
141,19,Poland,female,,0,0,0,,moderately,very_much,very_much,quite_a_bit,quite_a_bit,a_little,moderately,sometimes_true,rarely_true,often_true,often_true,often_true,often_true,very_often_or_always_true,very_often_or_always_true,often_true,often_true,often_true,often_true,sometimes_true,sometimes_true,FALSE,span_breath_dots_gabor_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.54",30636
142,19,United Kingdom,female,,0,0,0,,a_little,moderately,moderately,moderately,not_at_all,a_little,a_little,rarely_true,rarely_true,sometimes_true,sometimes_true,often_true,sometimes_true,often_true,sometimes_true,sometimes_true,sometimes_true,often_true,often_true,rarely_true,rarely_true,TRUE,gabor_dots_span_breath_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",30637
143,19,Poland,female,,0,0,0,,moderately,quite_a_bit,quite_a_bit,very_much,moderately,a_little,a_little,sometimes_true,rarely_true,often_true,very_often_or_always_true,often_true,sometimes_true,sometimes_true,sometimes_true,rarely_true,never_or_very_rarely_true,sometimes_true,rarely_true,sometimes_true,rarely_true,TRUE,dots_span_gabor_breath_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",30641
144,19,United Kingdom,female,,25,0,5,mindfulness,quite_a_bit,a_little,moderately,a_little,not_at_all,not_at_all,quite_a_bit,often_true,often_true,sometimes_true,often_true,very_often_or_always_true,often_true,sometimes_true,sometimes_true,sometimes_true,rarely_true,often_true,rarely_true,often_true,very_often_or_always_true,TRUE,span_gabor_dots_breath_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Safari/605.1.15",30643
145,20,United Kingdom,female,,0,0,0,,moderately,quite_a_bit,moderately,moderately,a_little,quite_a_bit,quite_a_bit,rarely_true,never_or_very_rarely_true,rarely_true,rarely_true,often_true,often_true,often_true,often_true,sometimes_true,sometimes_true,often_true,often_true,often_true,often_true,FALSE,gabor_dots_breath_span_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 Edg/118.0.2088.46",30645
146,19,United Kingdom,female,,0,0,0,I have never mediated before.,a_little,quite_a_bit,not_at_all,quite_a_bit,a_little,a_little,a_little,rarely_true,sometimes_true,never_or_very_rarely_true,sometimes_true,never_or_very_rarely_true,rarely_true,sometimes_true,sometimes_true,sometimes_true,often_true,often_true,sometimes_true,often_true,often_true,FALSE,dots_breath_gabor_span_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",30647
147,20,United Kingdom,female,,0,0,0,,moderately,a_little,moderately,not_at_all,a_little,moderately,a_little,sometimes_true,sometimes_true,rarely_true,sometimes_true,often_true,rarely_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,rarely_true,often_true,rarely_true,FALSE,span_gabor_breath_dots_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.48",30650
148,19,United Kingdom,male,,0,0,0,,moderately,quite_a_bit,quite_a_bit,quite_a_bit,moderately,a_little,quite_a_bit,sometimes_true,sometimes_true,rarely_true,often_true,sometimes_true,often_true,often_true,often_true,often_true,sometimes_true,often_true,sometimes_true,sometimes_true,sometimes_true,FALSE,gabor_dots_breath_span_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",30651
149,19,United Kingdom,female,,0,0,0,,a_little,quite_a_bit,quite_a_bit,not_at_all,a_little,a_little,quite_a_bit,very_often_or_always_true,rarely_true,often_true,rarely_true,very_often_or_always_true,very_often_or_always_true,often_true,rarely_true,never_or_very_rarely_true,never_or_very_rarely_true,often_true,often_true,rarely_true,rarely_true,FALSE,gabor_breath_dots_span_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63",30652
150,18,Greece,female,,0,0,0,,not_at_all,a_little,quite_a_bit,moderately,moderately,quite_a_bit,moderately,often_true,rarely_true,rarely_true,sometimes_true,rarely_true,rarely_true,rarely_true,sometimes_true,often_true,sometimes_true,often_true,sometimes_true,sometimes_true,rarely_true,TRUE,gabor_span_breath_dots_end,sona,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/111.0,30654
151,21,United Kingdom,non_binary,,6,0,0,Followed guided meditation for a short while,a_little,a_little,moderately,quite_a_bit,quite_a_bit,very_much,moderately,often_true,rarely_true,rarely_true,sometimes_true,rarely_true,often_true,sometimes_true,sometimes_true,sometimes_true,very_often_or_always_true,often_true,rarely_true,rarely_true,never_or_very_rarely_true,TRUE,dots_gabor_span_breath_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",30655
152,24,Belgium,male,,0,0,0,,moderately,a_little,a_little,a_little,not_at_all,a_little,moderately,often_true,sometimes_true,very_often_or_always_true,very_often_or_always_true,often_true,sometimes_true,very_often_or_always_true,often_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,very_often_or_always_true,very_often_or_always_true,FALSE,breath_span_gabor_dots_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",30656
153,19,United Kingdom,not_say,,10,0,0,Guided Meditation using some form of meditating app on my phone,a_little,not_at_all,very_much,a_little,not_at_all,a_little,a_little,rarely_true,sometimes_true,rarely_true,sometimes_true,often_true,often_true,often_true,often_true,rarely_true,often_true,sometimes_true,sometimes_true,often_true,rarely_true,TRUE,span_gabor_dots_breath_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",30659
154,21,United Kingdom,not_say,,0,0,0,,moderately,moderately,moderately,moderately,moderately,moderately,moderately,sometimes_true,sometimes_true,sometimes_true,sometimes_true,often_true,sometimes_true,often_true,often_true,often_true,often_true,very_often_or_always_true,very_often_or_always_true,often_true,often_true,TRUE,span_breath_gabor_dots_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",30664
155,19,British Indian Ocean Territory,female,,0,0,0,,moderately,a_little,moderately,quite_a_bit,a_little,quite_a_bit,moderately,sometimes_true,sometimes_true,often_true,sometimes_true,rarely_true,never_or_very_rarely_true,sometimes_true,rarely_true,often_true,often_true,sometimes_true,sometimes_true,often_true,often_true,TRUE,breath_span_dots_gabor_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.41",30665
156,19,United Kingdom,female,,50,2,4,Closing eyes focusing on breath and bringing awareness to different parts of the body,a_little,quite_a_bit,moderately,not_at_all,a_little,moderately,not_at_all,often_true,often_true,often_true,very_often_or_always_true,often_true,sometimes_true,very_often_or_always_true,very_often_or_always_true,often_true,often_true,often_true,often_true,often_true,often_true,FALSE,breath_gabor_span_dots_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",30666
157,19,United Kingdom,female,,0,0,0,,a_little,a_little,quite_a_bit,a_little,not_at_all,quite_a_bit,quite_a_bit,often_true,sometimes_true,often_true,sometimes_true,often_true,sometimes_true,often_true,sometimes_true,often_true,rarely_true,often_true,rarely_true,often_true,often_true,TRUE,span_gabor_dots_breath_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Safari/605.1.15",30673
158,19,United Kingdom,female,,1,0,1,breathing exercises,a_little,a_little,not_at_all,moderately,a_little,moderately,a_little,sometimes_true,sometimes_true,sometimes_true,rarely_true,rarely_true,rarely_true,sometimes_true,sometimes_true,often_true,often_true,sometimes_true,sometimes_true,sometimes_true,rarely_true,TRUE,dots_gabor_breath_span_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",30674
159,19,United Kingdom,female,,0,0,0,,not_at_all,moderately,quite_a_bit,not_at_all,quite_a_bit,a_little,a_little,rarely_true,never_or_very_rarely_true,never_or_very_rarely_true,never_or_very_rarely_true,never_or_very_rarely_true,never_or_very_rarely_true,sometimes_true,sometimes_true,sometimes_true,rarely_true,often_true,rarely_true,often_true,rarely_true,TRUE,dots_gabor_breath_span_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",30676
160,19,United Kingdom,male,,60,1,8,Deep concentration during sensory deprivation,not_at_all,a_little,quite_a_bit,not_at_all,not_at_all,moderately,very_much,often_true,often_true,sometimes_true,rarely_true,often_true,sometimes_true,sometimes_true,often_true,often_true,often_true,rarely_true,sometimes_true,sometimes_true,often_true,TRUE,breath_dots_span_gabor_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",30680
161,19,United Kingdom,female,,0,0,0,,a_little,a_little,not_at_all,a_little,a_little,a_little,a_little,sometimes_true,sometimes_true,sometimes_true,rarely_true,often_true,very_often_or_always_true,often_true,often_true,rarely_true,sometimes_true,often_true,sometimes_true,sometimes_true,rarely_true,TRUE,span_dots_gabor_breath_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",30683
162,19,United Kingdom,not_say,,0,0,0,,not_at_all,a_little,moderately,not_at_all,not_at_all,a_little,a_little,sometimes_true,never_or_very_rarely_true,rarely_true,never_or_very_rarely_true,rarely_true,never_or_very_rarely_true,rarely_true,rarely_true,often_true,often_true,rarely_true,rarely_true,often_true,often_true,FALSE,dots_breath_gabor_span_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",30684
163,18,United Kingdom,non_binary,,0,0,0,,moderately,a_little,a_little,not_at_all,not_at_all,a_little,a_little,sometimes_true,sometimes_true,often_true,often_true,very_often_or_always_true,sometimes_true,rarely_true,rarely_true,sometimes_true,often_true,sometimes_true,sometimes_true,often_true,very_often_or_always_true,FALSE,gabor_span_breath_dots_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",30687
164,22,United Kingdom,male,,0,0,0,,not_at_all,moderately,moderately,quite_a_bit,a_little,not_at_all,quite_a_bit,very_often_or_always_true,very_often_or_always_true,often_true,often_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,often_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,sometimes_true,often_true,FALSE,span_gabor_dots_breath_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",30688
165,20,United Kingdom,female,,0,0,0,,a_little,moderately,a_little,moderately,moderately,quite_a_bit,moderately,often_true,sometimes_true,sometimes_true,sometimes_true,often_true,rarely_true,often_true,sometimes_true,sometimes_true,often_true,often_true,sometimes_true,sometimes_true,often_true,TRUE,dots_gabor_span_breath_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",30692
166,18,United Kingdom,male,,5,1,1,Mindfulness,a_little,a_little,quite_a_bit,a_little,moderately,a_little,a_little,sometimes_true,rarely_true,often_true,often_true,sometimes_true,rarely_true,often_true,often_true,often_true,often_true,sometimes_true,sometimes_true,rarely_true,rarely_true,FALSE,breath_gabor_dots_span_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Safari/605.1.15",30695
167,19,United Kingdom,female,,200,0,15,sleep meditation and meditation for anxiety,very_much,moderately,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,often_true,rarely_true,often_true,often_true,often_true,sometimes_true,sometimes_true,never_or_very_rarely_true,very_often_or_always_true,rarely_true,very_often_or_always_true,rarely_true,very_often_or_always_true,rarely_true,FALSE,breath_gabor_span_dots_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",30697
168,22,United Kingdom,female,,3,0,1,I have done periods where I have meditated for 10 minutes a day and then life got in the way. most days i journal as a form of mindfulness. i often also try ground myself or slow down or breath deeply at points in the day. i have also done it at the end or start of yoga sessions and while stretching. so a bit of a mix.,a_little,quite_a_bit,quite_a_bit,moderately,moderately,moderately,moderately,never_or_very_rarely_true,never_or_very_rarely_true,rarely_true,rarely_true,often_true,often_true,often_true,often_true,often_true,often_true,often_true,sometimes_true,often_true,sometimes_true,TRUE,dots_span_gabor_breath_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.57",30699
169,19,United Kingdom,non_binary,,0,0,0,,a_little,moderately,a_little,not_at_all,not_at_all,a_little,a_little,never_or_very_rarely_true,never_or_very_rarely_true,never_or_very_rarely_true,never_or_very_rarely_true,rarely_true,rarely_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,often_true,often_true,sometimes_true,sometimes_true,TRUE,gabor_breath_span_dots_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",30716
170,19,United Kingdom,male,,2,0,0,,not_at_all,not_at_all,not_at_all,moderately,a_little,moderately,quite_a_bit,very_often_or_always_true,very_often_or_always_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,often_true,often_true,often_true,often_true,often_true,often_true,often_true,often_true,FALSE,dots_gabor_span_breath_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 OPR/97.0.0.0 (Edition std-1)",30720
171,18,United Kingdom,female,,0,0,0,,a_little,a_little,not_at_all,moderately,moderately,a_little,quite_a_bit,sometimes_true,never_or_very_rarely_true,rarely_true,often_true,very_often_or_always_true,sometimes_true,sometimes_true,often_true,often_true,rarely_true,very_often_or_always_true,never_or_very_rarely_true,very_often_or_always_true,rarely_true,FALSE,span_breath_dots_gabor_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",30724
172,20,United Kingdom,female,,0,0,0,,a_little,not_at_all,not_at_all,a_little,not_at_all,moderately,a_little,rarely_true,rarely_true,never_or_very_rarely_true,never_or_very_rarely_true,sometimes_true,rarely_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,often_true,often_true,sometimes_true,sometimes_true,FALSE,gabor_breath_dots_span_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",30726
173,19,Bulgaria,female,,0,0,0,,not_at_all,very_much,a_little,moderately,very_much,very_much,quite_a_bit,sometimes_true,never_or_very_rarely_true,rarely_true,never_or_very_rarely_true,never_or_very_rarely_true,sometimes_true,never_or_very_rarely_true,sometimes_true,often_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,never_or_very_rarely_true,never_or_very_rarely_true,FALSE,gabor_breath_span_dots_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",30729
174,20,United Kingdom,male,,0,0,0,,not_at_all,moderately,very_much,a_little,quite_a_bit,a_little,a_little,rarely_true,rarely_true,very_often_or_always_true,very_often_or_always_true,sometimes_true,sometimes_true,very_often_or_always_true,often_true,often_true,often_true,often_true,sometimes_true,very_often_or_always_true,very_often_or_always_true,TRUE,breath_gabor_span_dots_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",30732
175,19,United Kingdom,female,,0,0,0,,moderately,quite_a_bit,quite_a_bit,quite_a_bit,moderately,moderately,moderately,often_true,often_true,rarely_true,rarely_true,often_true,often_true,often_true,often_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,often_true,often_true,often_true,FALSE,breath_gabor_dots_span_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",30733
176,19,United Kingdom,female,,0,0,0,,a_little,quite_a_bit,moderately,a_little,a_little,quite_a_bit,a_little,very_often_or_always_true,sometimes_true,rarely_true,rarely_true,very_often_or_always_true,sometimes_true,often_true,sometimes_true,sometimes_true,often_true,often_true,sometimes_true,often_true,very_often_or_always_true,TRUE,breath_dots_span_gabor_end,sona,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",30734
177,26,United Kingdom,describe,alien,1,0,0,ive done it once or twice but never consciously meditate,quite_a_bit,quite_a_bit,quite_a_bit,quite_a_bit,moderately,quite_a_bit,very_much,often_true,sometimes_true,rarely_true,rarely_true,often_true,often_true,sometimes_true,often_true,often_true,often_true,often_true,often_true,often_true,often_true,TRUE,dots_breath_span_gabor_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",30735
