"","email","URN_pre","Q1_1_pre","Q1_2_pre","Q3_pre","Q4_pre","Q5_pre","Q6_pre","Q7_pre","Q8_pre","Q9_pre","Q9_1_a_pre","Q9_2_a_pre","Q9_3_a_pre","Q9_4_a_pre","Q9_5_a_pre","Q9_6_a_pre","Q9_7_a_pre","Q9_8_a_pre","Q9_9_a_pre","Q9_10_a_pre","Q9_11_a_pre","Q9_12_a_pre","Q9_13_a_pre","Q9_14_a_pre","Q9_15_a_pre","Q9_16_a_pre","Q9_17_a_pre","Q9_18_a_pre","Q9_19_a_pre","Q9_20_a_pre","Q9_21_a_pre","Q9_22_a_pre","Q9_23_a_pre","Q9_24_a_pre","Q10_pre","Q10_1_a_pre","Q10_2_a_pre","Q10_3_a_pre","Q10_4_a_pre","Q10_5_a_pre","Q10_6_a_pre","Q10_7_a_pre","Q10_8_a_pre","Q10_9_a_pre","Q10_10_a_pre","Q11_pre","Q11_1_a_pre","Q11_2_a_pre","Q11_3_a_pre","Q11_4_a_pre","Q12_a_pre","Q12_a_1_a_pre","Q12_a_2_a_pre","Q12_a_3_a_pre","Q12_a_4_a_pre","Q12_a_5_a_pre","Q12_a_6_a_pre","Q12_a_7_a_pre","Q12_a_8_a_pre","Q12_a_9_a_pre","Q12_a_10_a_pre","Q12_a_11_a_pre","Q12_a_12_a_pre","Q12_a_13_a_pre","Q12_a_14_a_pre","Q12_a_15_a_pre","Q12_a_16_a_pre","Q12_a_17_a_pre","Q12_a_18_a_pre","Q12_a_19_a_pre","Q12_a_20_a_pre","Q12_a_21_a_pre","Q12_a_22_a_pre","Q13_a_pre","Q13_a_1_a_pre","Q13_a_2_a_pre","Q13_a_3_a_pre","Q13_a_4_a_pre","Q13_a_5_a_pre","Q13_a_6_a_pre","Q13_a_7_a_pre","Q13_a_8_a_pre","Q13_a_9_a_pre","Q13_a_10_a_pre","Q13_a_11_a_pre","Q13_a_12_a_pre","Q13_a_13_a_pre","Q13_a_14_a_pre","Q13_a_15_a_pre","Q14_pre","Q14_1_pre","Q14_2_pre","Q14_3_pre","Q14_4_pre","Q14_5_pre","Q14_6_pre","Q14_7_pre","Q14_8_pre","Q14_9_pre","Q14_10_pre","Q14_11_pre","Q14_12_pre","Q14_13_pre","Q14_14_pre","Q14_15_pre","Q14_16_pre","Q14_17_pre","Q14_18_pre","StartDate_pre","CompletionDate_pre","URN_post","Q2_post","Q3_post","Q4_post","Q5_post","Q6_post","Q7_post","Q8_post","Q8_1_a_post","Q8_2_a_post","Q8_3_a_post","Q8_4_a_post","Q8_5_a_post","Q8_6_a_post","Q8_7_a_post","Q8_8_a_post","Q8_9_a_post","Q8_10_a_post","Q8_11_a_post","Q8_12_a_post","Q8_13_a_post","Q8_14_a_post","Q8_15_a_post","Q8_16_a_post","Q8_17_a_post","Q8_18_a_post","Q8_19_a_post","Q8_20_a_post","Q8_21_a_post","Q8_22_a_post","Q8_23_a_post","Q8_24_a_post","Q9_post","Q9_1_a_post","Q9_2_a_post","Q9_3_a_post","Q9_4_a_post","Q9_5_a_post","Q9_6_a_post","Q9_7_a_post","Q9_8_a_post","Q9_9_a_post","Q9_10_a_post","Q10_post","Q10_1_a_post","Q10_2_a_post","Q10_3_a_post","Q10_4_a_post","Q11_a_post","Q11_a_1_a_post","Q11_a_2_a_post","Q11_a_3_a_post","Q11_a_4_a_post","Q11_a_5_a_post","Q11_a_6_a_post","Q11_a_7_a_post","Q11_a_8_a_post","Q11_a_9_a_post","Q11_a_10_a_post","Q11_a_11_a_post","Q11_a_12_a_post","Q11_a_13_a_post","Q11_a_14_a_post","Q11_a_15_a_post","Q11_a_16_a_post","Q11_a_17_a_post","Q11_a_18_a_post","Q11_a_19_a_post","Q11_a_20_a_post","Q11_a_21_a_post","Q11_a_22_a_post","Q12_a_post","Q12_a_1_a_post","Q12_a_2_a_post","Q12_a_3_a_post","Q12_a_4_a_post","Q12_a_5_a_post","Q12_a_6_a_post","Q12_a_7_a_post","Q12_a_8_a_post","Q12_a_9_a_post","Q12_a_10_a_post","Q12_a_11_a_post","Q12_a_12_a_post","Q12_a_13_a_post","Q12_a_14_a_post","Q12_a_15_a_post","Q13_post","Q13_1_post","Q13_2_post","Q13_3_post","Q13_4_post","Q13_5_post","Q13_6_post","Q13_7_post","Q13_8_post","Q13_9_post","Q13_10_post","Q13_11_post","Q13_12_post","Q13_13_post","Q13_14_post","Q13_15_post","Q13_16_post","Q13_17_post","Q13_18_post","StartDate_post","CompletionDate_post","X","Condition","X1a","X1b","X1c","X2a","X2b","X3a","X3b","X4a","X4b","X5a","X5b","X6a","X6b","X7a","X7b","X8a","X8b","X9a","X9b","X10a","X10b"
"96","271","160375-160369-17635936","1","1","10","5","1996","male","1","3",NA,"4","4","4","2","2","4","4","3","5","3","2","3","3","2","4","3","3","4","2","5","4","2","2","4",NA,"3","2","2","4","4","3","4","3","1","3",NA,"2","1","1","1",NA,"1","1","2","3","1","3","3","1","2","1","3","1","2","1","1","1","1","1","1","2","1","1",NA,"3","2","2","4","4","2","3","3","4","2","4","2","3","4","4",NA,"5","3","5","2","5","3","4","5","5","2","4","4","2","3","5","3","4","4","2016-11-07 16:11:12 utc","2016-11-07 16:38:39 utc","179190-179183-18386637","10","5","1996","male","1","7",NA,"4","4","3","2","2","4","3","2","4","4","3","3","3","2","4","4","3","3","2","4","4","3","3","4",NA,"2","3","3","4","3","3","4","3","1","2",NA,"2","1","2","1",NA,"2","1","2","2","1","2","4","1","3","1","3","1","2","2","1","1","2","1","1","2","3","1",NA,"4","4","2","2","3","3","2","4","3","2","3","2","3","3","4",NA,"5","3","4","2","5","3","4","5","5","2","3","4","3","2","5","3","4","5","2016-12-03 19:20:24 utc","2016-12-03 19:30:52 utc","2","mind","2","2","7","7","yes","5","yes","7","no","5","yes","8","yes","7","no","6","yes","6","yes","5","yes"
"97","89","160375-160369-19791856","1","1","21","5","1996","male","2","6",NA,"2","3","5","3","3","4","3","3","5","4","4","3","5","4","3","2","3","3","5","4","4","3","3","3",NA,"2","4","3","3","5","3","4","3","2","2",NA,"2","1","2","3",NA,"2","1","3","1","1","4","4","3","3","3","2","1","4","1","4","4","2","4","3","4","2","1",NA,"5","4","4","4","5","5","2","4","5","3","4","4","4","4","5",NA,"4","5","6","5","4","5","4","4","4","3","3","5","1","2","4","5","3","3","2017-02-02 17:34:27 utc","2017-02-02 17:52:35 utc","179190-179183-20138900","21","5","1996","male","5","4",NA,"4","4","5","2","3","4","2","3","5","5","3","3","5","2","5","3","3","5","2","5","5","3","3","2",NA,"1","2","1","5","5","2","5","4","1","1",NA,"2","1","1","2",NA,"1","2","1","1","1","2","1","2","2","2","2","1","3","1","1","1","1","1","2","1","1","1",NA,"4","4","1","1","4","2","1","2","4","1","3","1","1","2","4",NA,"5","1","6","2","6","2","5","6","5","1","1","5","5","1","6","2","4","6","2017-02-12 20:40:08 utc","2017-02-12 21:52:37 utc","9","mind","4","2","7","4","yes","2","no","7","no","5","yes","5","no","5","no","5","yes","3","no","8","no"
"98","245","160375-160369-17992972","1","1","21","4","1995","female","4","3",NA,"4","3","4","4","3","3","4","3","2","3","3","2","3","4","3","3","3","3","4","4","2","3","3","3",NA,"3","4","5","3","2","5","3","2","4","3",NA,"3","2","2","2",NA,"2","3","1","2","3","2","2","2","3","2","1","1","2","2","3","2","2","2","2","2","1","3",NA,"4","3","4","3","3","4","2","4","3","3","5","3","4","4","3",NA,"3","5","4","4","2","5","3","5","4","4","4","4","4","5","4","5","4","4","2016-11-20 13:13:38 utc","2016-11-20 13:30:14 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","159","402361-402352-41884294","1","0","1","6","1989","female","2","2",NA,"4","3","3","2","4","2","3","2","2","2","2","2","2","3","4","2","2","3","3","1","2","2","2","3",NA,"3","4","5","4","4","4","3","3","2","4",NA,"2","3","1","1",NA,"1","2","4","2","1","1","1","1","3","2","1","1","2","2","1","2","1","2","1","1","1","1",NA,"4","3","4","5","5","5","4","4","4","4","4","4","4","2","2",NA,"6","4","6","1","5","1","6","5","6","2","5","3","5","6","5","2","5","5","2018-12-08 13:59:35 utc","2018-12-08 14:16:19 utc","402362-402353-43458439","1","6","1989","female ","3","3",NA,"4","3","4","3","3","4","2","3","3","2","3","2","4","3","3","2","2","1","2","3","3","2","2","2",NA,"3","4","3","4","3","2","2","4","4","2",NA,"2","2","1","1",NA,"1","1","4","3","1","1","1","1","1","2","2","1","3","2","1","1","1","2","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","1","6","1","5","1","6","6","5","1","3","2","5","1","5","2","4","6","2019-02-11 10:15:15 utc","2019-02-11 10:24:34 utc","3","control",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"100","569","301170-301162-33818694","1","1","13","6","1981","f","8","8",NA,"2","3","3","5","3","4","5","4","4","4","2","2","1","5","5","3","3","2","4","4","2","3","3","4",NA,"5","4","5","3","3","5","2","1","4","4",NA,"4","4","2","2",NA,"2","4","4","3","3","4","4","1","3","4","3","1","4","2","2","4","1","4","2","2","1","3",NA,"4","3","4","3","3","4","3","3","4","3","4","4","4","4","5",NA,"4","5","3","4","3","3","1","3","3","5","4","3","4","5","3","5","2","4","2018-04-12 07:57:37 utc","2018-04-12 08:38:32 utc","301171-301163-35330782","13","6","1981","f","8","8",NA,"5","5","5","2","2","5","3","2","4","4","2","2","4","2","5","4","3","3","2","5","3","2","2","2",NA,"3","2","2","4","4","2","4","4","2","2",NA,"2","1","1","1",NA,"1","2","3","2","1","2","2","1","2","1","2","1","3","2","2","2","1","2","2","1","2","2",NA,"3","3","3","2","3","3","3","3","4","3","3","4","3","3","2",NA,"3","4","5","3","5","4","5","4","5","5","5","4","5","3","2","6","3","4","2018-05-16 20:04:45 utc","2018-05-16 20:43:38 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","161","402361-402352-41870764","1","1","6","5","1998","female","9","4",NA,"4","4","4","4","3","5","5","2","4","5","3","3","3","4","5","3","2","3","4","4","2","3","3","4",NA,"4","4","5","3","2","4","3","3","3","4",NA,"4","3","1","1",NA,"2","3","3","3","3","3","2","1","3","3","3","3","3","3","3","3","1","3","2","3","3","2",NA,"2","4","2","2","2","4","4","4","4","4","4","4","4","4","2",NA,"4","4","3","4","4","4","4","3","5","4","5","5","5","6","4","4","2","4","2018-12-07 17:47:56 utc","2018-12-07 17:57:57 utc","402362-402353-43443077","6","5","1998","female","7","3",NA,"4","3","3","4","3","3","3","2","3","4","2","3","3","3","4","3","3","3","2","3","3","3","3","3",NA,"4","4","5","4","3","3","3","3","3","4",NA,"3","3","2","1",NA,"2","2","2","2","1","2","2","1","1","3","3","3","2","2","2","3","2","3","1","2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","5","5","3","2","4","3","3","6","4","4","4","5","6","5","2","3","3","2019-02-10 16:51:32 utc","2019-02-10 17:51:26 utc","2","world","2","1","7.5","3","no","3","no","4","no","4","no","4","no","3","no","4.5","yes","4","no","5","no"
"102","894","249463-249456-24078709","1","1","9","10","1993","female","6","4",NA,"3","2","2","4","3","3","3","4","3","2","3","4","3","3","3","3","4","3","3","2","3","4","3","4",NA,"4","4","5","2","3","3","3","2","4","4",NA,"4","4","2","2",NA,"3","2","3","3","1","3","2","2","3","3","3","1","3","3","3","3","3","3","2","2","2","2",NA,"4","4","4","4","4","4","3","4","4","3","4","4","3","3","2",NA,"2","5","4","4","2","5","2","4","4","4","5","5","3","5","3","4","3","3","2017-06-20 14:02:23 utc","2017-06-20 14:16:02 utc","249464-249457-24560440","9","10","1993","female","7","5",NA,"3","4","3","3","2","4","3","3","4","4","2","3","3","3","4","4","3","3","3","3","3","3","3","3",NA,"3","3","3","3","3","4","3","2","3","3",NA,"2","2","2","2",NA,"2","2","3","3","2","2","2","1","2","2","2","1","3","2","2","2","2","2","2","2","2","2",NA,"5","4","4","3","4","4","3","2","4","4","4","3","3","4","4",NA,"2","4","4","4","4","4","3","3","4","3","5","5","3","3","3","4","3","4","2017-07-10 12:07:17 utc","2017-07-10 12:18:02 utc","3","mental","4","4","7","8","yes","6","yes","8","yes","7","yes","8","yes","7","yes","8","yes","7","yes","9","yes"
"103","352","160375-160369-12566957","1","1","10","5","1993","male","10","10",NA,"5","4","1","3","3","4","4","3","2","2","3","4","4","4","5","2","3","3","4","3","2","3","3","4",NA,"3","3","5","3","4","3","3","4","5","4",NA,"3","2","2","1",NA,"2","2","3","3","2","3","2","1","2","2","1","1","3","2","2","4","3","2","2","1","1","1",NA,"5","3","4","5","3","2","2","5","4","4","5","2","5","5","5",NA,"5","4","4","1","6","4","4","6","4","1","1","5","6","5","4","3","2","4","2016-03-10 12:00:23 utc","2016-03-10 12:13:18 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","mental states","0","0","9","5","no","9","no","5","no","8","no","5","no","9","no","9","no","3","no","5","no"
"104","641","160375-160369-20091220","1","1","10","7","1997","male","6","8",NA,"4","4","5","1","2","2","1","4","5","2","2","3","4","1","3","2","4","5","1","2","3","2","4","1",NA,"2","2","2","4","3","3","4","3","1","3",NA,"1","1","1","2",NA,"2","2","2","3","1","3","2","1","4","1","1","1","2","2","1","1","1","2","3","2","1","1",NA,"4","2","1","1","2","1","1","1","1","1","2","1","1","1","4",NA,"5","4","3","4","5","3","4","5","5","4","3","4","4","3","5","2","4","4","2017-02-10 15:07:51 utc","2017-02-10 15:22:38 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","mind","0","2","9",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"105","86","160375-160369-17774948","1","1","4","10","1995","male","1","2",NA,"4","4","3","4","2","3","4","2","3","2","3","1","2","2","5","3","3","3","3","3","2","2","2","2",NA,"2","2","2","4","3","2","3","3","3","3",NA,"1","2","2","1",NA,"2","2","1","1","1","1","1","1","1","2","1","1","4","2","2","2","2","1","1","1","1","1",NA,"5","3","2","2","4","5","4","4","3","3","4","4","4","4","2",NA,"4","4","6","1","6","2","5","5","5","5","4","5","5","3","4","1","4","4","2016-11-12 11:34:03 utc","2016-11-12 11:58:24 utc","179190-179183-18187896","4","10","1995","male","4","3",NA,"5","4","3","3","2","3","4","3","3","2","2","1","2","3","4","3","3","3","3","2","3","2","2","3",NA,"3","2","3","4","3","3","3","3","2","2",NA,"2","1","1","2",NA,"1","2","2","2","3","1","3","1","1","1","3","1","4","2","2","2","2","2","1","2","1","1",NA,"4","4","2","2","4","4","3","4","4","2","4","3","2","4","2",NA,"4","5","5","2","5","2","3","5","4","3","4","5","3","3","4","2","4","5","2016-11-26 21:05:27 utc","2016-11-26 21:27:14 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","943","402361-402352-43668886","1","1","17","4","1997","female","8","8",NA,"4","4","4","2","2","4","2","2","4","4","2","2","4","2","4","4","3","3","2","4","4","3","3","2",NA,"2","2","3","5","5","3","4","5","3","3",NA,"1","1","1","1",NA,"1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1",NA,"1","1","1","1","4","2","2","2","2","2","2","2","2","2","2",NA,"5","2","5","2","5","2","5","5","5","2","3","5","5","2","5","2","5","5","2019-02-15 18:07:18 utc","2019-02-15 18:18:13 utc","402362-402353-45118447","17","4","1997","female","7","7",NA,"4","4","3","1","1","4","1","1","5","4","1","1","5","1","4","5","1","4","1","4","5","1","1","1",NA,"1","1","3","4","4","1","4","4","1","1",NA,"1","1","1","1",NA,"1","1","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","1","5","1","5","1","5","5","5","5","5","5","5","1","5","1","5","5","2019-03-18 18:05:17 utc","2019-03-18 18:11:41 utc","8","world","0","0","8","7","no","8","no","8","no","8","yes","7","yes","5","no","6","no","7","no","7","no"
"107","715","301170-301162-31838057","1","1","22","7","1989","female","8","6",NA,"4","4","3","3","3","4","3","3","4","4","2","3","2","2","4","4","3","2","3","3","4","4","3","3",NA,"4","3","3","3","3","3","2","3","3","2",NA,"2","2","1","2",NA,"1","2","3","2","1","1","3","1","2","3","3","3","3","3","3","3","2","3","2","3","3","2",NA,"4","4","5","4","4","5","4","3","4","5","4","2","4","2","2",NA,"4","4","4","2","4","5","5","4","4","3","4","3","5","5","5","5","5","5","2018-03-06 18:43:20 utc","2018-03-06 18:54:43 utc","301171-301163-35402394","22","7","1989","female ","4","7",NA,"4","3","4","2","2","5","2","2","4","5","2","2","4","1","5","3","2","4","1","5","4","3","3","2",NA,"3","3","3","4","4","3","4","3","3","2",NA,"2","2","1","1",NA,"1","2","2","2","1","2","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","1",NA,"2","4","4","2","4","4","4","2","5","2","2","4","4","4","2",NA,"5","2","6","1","5","2","5","5","6","2","5","3","4","4","5","2","5","5","2018-05-18 09:27:44 utc","2018-05-18 09:37:02 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","464","160375-160369-20812578","1","1","15","8","1976","fem","4","3",NA,"3","3","3","4","5","1","4","4","2","4","4","5","3","3","2","2","4","2","3","3","2","4","4","4",NA,"4","5","4","3","3","5","3","2","3","3",NA,"2","3","1","2",NA,"2","3","4","4","3","2","1","1","1","4","2","1","2","2","1","2","2","2","1","1","1","1",NA,"4","4","3","3","2","4","3","4","2","3","3","4","4","4","3",NA,"3","4","5","4","4","2","3","5","5","3","5","5","1","2","4","4","5","4","2017-03-01 18:14:56 utc","2017-03-01 22:44:47 utc","249464-249457-22504218","15","8","1976","fem","8","3",NA,"4","4","4","2","2","4","2","3","4","3","1","3","4","1","4","5","3","4","1","3","4","2","2","1",NA,"3","3","3","4","3","4","5","2","1","3",NA,"1","2","1","1",NA,"1","2","3","2","1","1","1","1","2","2","1","1","2","1","1","2","1","1","1","1","1","1",NA,"3","2","1","1","1","1","2","2","1","1","1","1","1","2","2",NA,"5","2","5","2","5","2","1","5","5","2","5","5","1","1","5","2","5","5","2017-04-19 12:38:45 utc","2017-04-19 13:29:25 utc","11","world","3","3","5","3","yes","7","yes","5","yes","0","yes","0","yes","5","yes","1","yes","9","yes","7","yes"
"109","793","160375-160369-12534572","1","1","17","7","1993","female","6","6",NA,"4","5","5","4","2","5","4","3","1","4","1","5","5","4","5","5","3","2","3","4","3","3","2","3",NA,"2","3","4","5","4","3","4","4","3","2",NA,"2","3","2","2",NA,"3","3","4","4","3","2","4","3","3","3","4","1","2","4","1","2","3","3","2","2","3","1",NA,"4","2","4","4","3","2","3","4","3","1","4","4","4","4","4",NA,"5","4","5","2","5","5","6","6","6","5","4","6","5","2","5","3","4","6","2016-03-09 12:01:24 utc","2016-03-09 12:24:02 utc","179190-179183-12777638","17","7","1993","female","7","9",NA,"4","4","4","5","2","5","4","3","5","5","2","3","4","4","5","4","4","4","4","5","5","2","2","4",NA,"3","3","4","4","4","2","3","4","3","2",NA,"3","2","1","2",NA,"3","3","3","3","1","1","2","1","2","2","3","2","3","3","1","2","1","3","3","1","2","1",NA,"4","4","1","2","3","1","2","1","4","2","2","1","3","3","4",NA,"6","3","6","4","5","5","6","6","5","3","4","6","5","5","5","2","5","5","2016-03-18 10:00:56 utc","2016-03-18 10:16:58 utc","16","mental states","1","1","6","8","no","7","yes ","6","no","6","yes","6","yes","9","yes","8","yes","6","yes","7","yes"
"110","942","160375-160369-19716234","1","1","7","8","1995","female","6","7",NA,"5","5","3","2","1","3","3","4","3","3","2","3","3","3","5","4","4","3","3","3","3","3","4","3",NA,"3","3","4","3","3","3","3","3","4","4",NA,"3","2","1","3",NA,"2","3","3","3","2","2","1","1","3","3","1","1","3","3","2","3","2","1","3","1","1","1",NA,"4","2","2","3","4","4","2","4","4","2","4","3","4","3","2",NA,"5","3","6","2","5","2","5","5","5","2","3","6","5","3","5","3","4","5","2017-01-31 16:42:48 utc","2017-01-31 16:59:05 utc","179190-179183-20572278","7","8","1995","female","7","5",NA,"4","4","3","2","1","4","3","2","3","5","1","3","3","3","5","5","2","3","2","5","3","3","2","2",NA,"3","2","2","4","3","3","4","4","3","2",NA,"2","1","1","1",NA,"2","3","1","2","2","2","3","1","2","2","2","1","2","2","1","2","2","1","2","2","2","1",NA,"4","2","3","3","2","3","2","2","3","2","4","2","3","2","1",NA,"5","2","5","2","5","2","5","5","5","1","2","6","5","2","4","2","4","5","2017-02-23 15:33:58 utc","2017-02-23 15:54:20 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","743","160375-160369-11843288","1","1","6","6","1994","female","1","3",NA,"4","5","1","5","3","4","4","3","2","4","3","3","3","4","5","2","3","1","4","5","1","3","3","4",NA,"2","2","3","4","3","2","2","3","3","2",NA,"4","4","1","1",NA,"1","1","3","1","2","1","1","1","3","3","2","1","3","1","1","1","1","2","1","1","3","2",NA,"2","4","5","2","2","4","2","2","4","1","2","4","2","2","1",NA,"2","1","4","2","4","2","5","6","4","1","1","4","5","1","2","2","6","4","2016-02-12 09:01:20 utc","2016-02-12 09:16:46 utc","179190-179183-12458443","6","6","1994","female","8","8",NA,"4","4","3","3","2","3","3","3","2","4","2","2","3","3","3","3","2","2","3","4","2","3","3","4",NA,"4","3","4","4","3","3","2","3","3","1",NA,"3","2","1","1",NA,"1","1","4","1","1","1","1","1","1","2","1","1","2","1","1","2","1","1","1","1","1","1",NA,"2","4","2","2","2","2","2","2","2","2","2","2","2","2","4",NA,"4","2","5","2","6","2","5","4","4","2","2","3","4","2","4","2","4","4","2016-03-07 09:15:21 utc","2016-03-07 09:27:37 utc","17","mental states","3","5","5","3","no","7","no","5","no","8","no","7.5","yes","9","no ","6","no","5","no","6","no"
"112","700","301170-301162-31786230","1","1","3","5","1993","female","6","8",NA,"4","4","4","3","3","3","3","4","4","3","3","3","3","2","2","4","2","3","1","3","4","5","5","1",NA,"3","3","3","2","2","2","3","4","3","1",NA,"1","1","1","1",NA,"1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"2","2","2","2","2","2","3","2","2","2","2","2","2","2","4",NA,"5","2","5","2","5","2","5","5","6","1","2","4","5","2","5","2","3","5","2018-03-06 09:03:08 utc","2018-03-06 09:16:34 utc","301171-301163-35244627","3","5","1993","female","4","2",NA,"3","3","3","3","3","2","3","3","4","2","3","2","2","3","3","2","3","3","3","3","3","4","4","4",NA,"3","3","4","3","3","2","4","4","2","2",NA,"2","2","2","1",NA,"2","2","1","1","1","2","1","1","1","2","1","1","1","1","1","2","1","2","2","1","1","1",NA,"2","4","4","2","4","4","2","2","4","4","4","3","4","4","4",NA,"5","2","4","2","4","5","5","4","5","2","2","4","5","5","5","5","4","5","2018-05-15 10:36:32 utc","2018-05-15 10:59:39 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","211","402361-402352-48398525","1","1","20","11","1995","female","4","3",NA,"4","4","3","3","2","2","4","3","2","3","4","4","2","3","4","4","4","2","3","4","2","3","3","3",NA,"3","2","4","4","3","2","4","3","4","1",NA,"2","1","2","1",NA,"3","1","1","1","1","3","3","1","1","2","2","1","2","1","2","3","2","2","1","2","2","1",NA,"2","4","4","2","3","3","2","3","2","2","2","3","2","4","4",NA,"5","4","5","5","4","5","5","4","4","1","4","6","5","3","5","4","5","6","2019-06-30 13:57:22 utc","2019-06-30 14:09:50 utc","402362-402353-48783463","20","11","1995","female","5","2",NA,"4","4","3","4","2","4","3","1","3","4","1","2","2","3","4","4","3","3","3","4","2","2","3","4",NA,"3","2","4","3","3","3","3","4","4","2",NA,"2","1","2","1",NA,"2","1","3","2","1","2","2","1","1","1","1","1","2","2","2","2","1","2","1","3","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","3","5","4","4","3","5","4","5","1","1","6","5","4","4","2","5","5","2019-07-15 13:53:17 utc","2019-07-15 14:04:18 utc","1","mental","4","4","90","60","no","60","yes","80","yes","20","yes","60","yes","50","yes","90","yes","60","yes","60","yes"
"114","788","160375-160369-18158892","1","1","18","7","1995","female","1","1",NA,"2","2","3","4","4","3","4","4","2","3","4","4","2","4","3","2","4","3","3","4","2","4","4","4",NA,"4","4","5","3","2","2","3","1","4","4",NA,"4","4","2","3",NA,"1","3","3","3","3","3","2","2","2","2","2","1","3","2","2","2","1","2","2","2","2","2",NA,"3","4","4","4","3","4","4","4","4","3","4","4","4","4","4",NA,"3","4","4","2","4","2","3","4","4","3","4","3","3","4","4","5","3","3","2016-11-25 13:12:14 utc","2016-11-25 13:22:56 utc","179190-179183-18666047","18","7","1995","female","1","1",NA,"3","3","3","4","4","3","4","3","4","4","4","3","2","3","4","3","4","2","3","3","3","3","3","4",NA,"3","3","4","4","2","3","4","2","2","4",NA,"4","3","2","2",NA,"2","2","2","2","1","2","1","2","2","1","1","1","3","2","1","1","2","1","2","1","1","1",NA,"4","4","3","3","2","4","4","4","3","2","4","4","3","4","4",NA,"4","3","4","3","4","2","4","4","4","3","4","4","4","3","5","4","2","4","2016-12-13 20:40:06 utc","2016-12-13 20:50:34 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
